title,split_title
国家税务总局关于规范纳税人填报涉税文书有关问题的通知,国家税务总局 规范 纳税人 填报 涉税 文书 通知
财政部 国家税务总局关于中国农业发展银行涉农贷款营业税优惠政策的通知,财政部   国家税务总局 中国 农业发展银行 涉农 贷款 营业税 优惠政策 通知
财政部 国家税务总局关于员工制家政服务营业税政策的通知,财政部   国家税务总局 员工 制 家政 服务 营业税 政策 通知
财政部　国家税务总局关于调整个体工商户、个人独资企业和合伙企业个人所得税,财政部 　 国家税务总局 调整 个体 工商户 个人独资 企业 合伙 企业 个人所得税
国家税务总局关于电信企业手续费及佣金支出税前扣除问题的公告,国家税务总局 电信 企业 手续费 佣金 支出 税前 扣除 公告
证券交易投资者取得已注明扣收税款信息的交割单或确认书后是否还可以开具正式,证券交易 投资者 注明 扣收 税款 信息 交割单 确认书 开具 正式
北京市财政局 北京市国家税务局 北京市地方税务局关于继续做好我市营业税改,北京市 财政局   北京市 国家税务局   北京市 地方税务局 做好 我市 营业税 改
财政部 国家税务总局关于2016年防汛专用车免征车辆购置税的通知,财政部   国家税务总局 2016 年 防汛 专用车 免征 车辆 购置税 通知
非企业性单位中的一般纳税人提供技术转让、技术开发和与之相关的技术咨询、技,非 企业 性 单位 中 纳税人 提供 技术转让 技术开发 相关 技术咨询 技
宾馆、旅馆、旅社、度假村和其他经营性住宿场所提供会议场地及配套服务按照什,宾馆 旅馆 旅社 度假村 经营性 住宿 场所 提供 会议 场地 配套 服务 什
国家税务总局关于旅店业和饮食业纳税人销售食品有关税收问题的公告,国家税务总局 旅店 业 饮食业 纳税人 销售 食品 税收 公告
国家税务总局关于《中华人民共和国政府和英属维尔京群岛政府关于税收情报交换,国家税务总局 中华人民共和国政府 英属维尔京群岛 政府 税收 情报 交换
免税品经营企业销售的货物增值税退（免）税的计税依据是如何确定的？,免税品 经营 企业 销售 货物 增值税 退 免 税 计税
非居民企业派遣人员在中国境内提供劳务应如何缴纳企业所得税？,非 居民 企业 派遣 人员 中国 境内 提供 劳务 应 缴纳 企业 所得税
国家税务总局关于《关于〈中华人民共和国政府和美利坚合众国政府关于对所得避,国家税务总局 中华人民共和国政府 美利坚合众国政府 所得 避
企业按独立交易原则和关联企业发生的往来而形成的债权损失，应报送哪些证明材,企业 独立 交易 原则 关联 企业 发生 往来 债权 损失 应 报送 证明 材
"已缴纳车船税的车船在同一纳税年度内办理转让过户的,是否可申请退税？",缴纳 车船税 车船 纳税 年度 办理 转让 过户 申请 退税
企业接受不能为其带来经济利益的劳务是否可以向境外关联方支付服务费?,企业 接受 带来 经济 利益 劳务 境外 关联方 支付 服务费
退税机构应以何种方式退税？,退税 机构 应 何种 方式 退税
2011年新版印花税票的图案及其他相关内容包括什么？,2011 年 新版 印花税 票 图案 相关 内容 包括
非居民企业通过融资租赁方式取得来源于中国境内的所得，是否需要缴纳企业所得,非 居民 企业 融资 租赁 方式 来源于 中国 境内 所得 缴纳 企业 所得
粮食免征增值税,粮食 免征 增值税
个人承包建筑安装业各项工程作业，经营成果归承包人个人所有的所得，如何计征,个人承包 建筑安装 业 各项 工程 作业 经营 成果 承包人 个人所有 所得 计征
外国驻华使领馆及外交人员自用汽柴油，享受税收优惠的相关规定？,外国 驻华 使领馆 外交人员 自用 汽柴油 享受 税收 优惠 相关
上海期货交易所中黄金期货交易是否需要征收城市维护建设税和教育费附加？,上海 期货 交易所 中 黄金 期货交易 征收 城市 维护 建设 税 教育费 附加
车船税的征税范围有哪些？,车船税 征税
铁路货运凭证涉及的印花税有什么具体规定？,铁路 货运 凭证 涉及 印花税
个人向中国医药卫生事业发展基金会捐赠的个人所得税税前扣除规定是什么？,个人 中国 医药卫生 事业 发展 基金会 捐赠 个人所得税 税前 扣除
投资者从证券投资基金中获得的国债利息等收入，是否缴纳个人所得税？,投资者 证券 投资 基金 中 国债 利息 收入 缴纳 个人所得税
国家税务总局关于调整机动车销售统一发票票面内容的公告,国家税务总局 调整 机动车 销售 统一发票 票面 内容 公告
房地产开发经营企业计税成本一般均为实际发生的成本，但其中哪几项费用可以预,房地产 开发 经营 企业 计税 成本 发生 成本 几项 费用 预
在特别纳税调整工作中所称的国家税务局指定的非低税率国家（地区）有哪些？,特别 纳税 调整 工作 中所称 国家税务局 指定 非 低 税率 国家 地区
外国企业常驻代表机构的纳税期限？,外国 企业 常驻 代表 机构 纳税 期限
非雇员从企业取得的免费旅游形式的业绩奖励，如何计征个人所得税？,非 雇员 企业 免费 旅游 形式 业绩 奖励 计征 个人所得税
盐场的盐滩、盐矿的矿井用地是否缴纳城镇土地使用税？,盐场 盐滩 盐矿 矿井 用地 缴纳 城镇 土地 使用税
哪些节能减排技术改造项目属于符合条件的环境保护、节能节水项目？,节能 减排 技术改造 项目 符合条件 环境保护 节能 节水 项目
原适用15％企业所得税率并享受企业所得税定期减半优惠过渡的企业，五年过渡,原 15 企业 所得税率 享受 企业 所得税 定期 减半 优惠 过渡 企业 五年 过渡
企业重组，适用特殊性税务处理规定时，如何确认非股权支付对应的资产转让所得,企业 重组 特殊性 税务 时 确认 非 股权 支付 资产 转让 所得
在执行税收协定时，对于缔约国一方企业在缔约国另一方的营业活动产生的利润的,执行 税收 协定 时 缔约国 一方 企业 缔约国 另一方 营业 活动 利润
财政部　国家税务总局关于企业清算业务企业所得税处理若干问题的通知,财政部 　 国家税务总局 企业 清算 业务 企业 所得税 若干 通知
企业所得税法对股权转让收入如何确认？,企业 所得税法 股权 转让 收入 确认
国家税务总局 财政部 海关总署关于开展赋予海关特殊监管区域企业增值税一般,国家税务总局   财政部   海关总署 赋予 海关 监管 区域 企业 增值税
财政部 国家税务总局关于调整个人住房转让营业税政策的通知,财政部   国家税务总局 调整 个人住房 转让 营业税 政策 通知
国家税务总局关于发布《房地产开发企业销售自行开发的房地产项目增值税征收管,国家税务总局 发布 房地产 开发 企业 销售 自行 开发 房地产 项目 增值税 征收
财政部 国家税务总局关于股权转让有关营业税问题的通知,财政部   国家税务总局 股权 转让 营业税 通知
全年一次性奖金的范围包括什么？,一次性 奖金 包括
国家税务局关于印花税若干具体问题的解释和规定的通知,国家税务局 印花税 若干 解释 通知
国家税务总局关于开展商品和服务税收分类与编码试点工作的通知,国家税务总局 商品 服务 税收 分类 编码 试点工作 通知
国家税务总局关于个人因解除劳动合同取得经济补偿金征收个人所得税问题的通知,国家税务总局 个人 解除 劳动合同 经济 补偿金 征收 个人所得税 通知
企业当年度实际发生的相关成本、费用，由于各种原因未能及时取得该成本、费用,企业 当年度 发生 相关 成本 费用 原因 未能 成本 费用
误餐补助是否缴纳个人所得税？,误餐 补助 缴纳 个人所得税
增值税一般纳税人开具的增值税专用发票符合作废条件的，如何进行作废处理？,增值税 纳税人 开具 增值税 专用发票 符合 作废 条件 作废
准予税前扣除的企业职工福利费支出包括哪些内容？,准予 税前 扣除 企业 职工 福利费 支出 包括 内容
税务行政复议听证（依申请）流程,税务 行政复议 听证 申请 流程
抗震救灾及灾后重建有何房产税优惠？,抗震救灾 灾后 重建 有何 房产税 优惠
哪些药用植物初加工可以享受免征企业所得税优惠政策？,药用植物 初加工 享受 免征 企业 所得税 优惠政策
航道如何缴纳耕地占用税？,航道 缴纳 耕地 占用 税
在中国境内无住所，但是居住一年以上五年以下的个人，其来源于中国境外的所得,中国 境内 住所 居住 一年 五年 个人 来源于 中国 境外 所得
特定行业职工工资、薪金所得计税办法是什么？,特定 行业 职工工资 薪金 所得 计税 办法
单位为个人缴付和个人缴付的三险一金，能否在个人所得税税前扣除？,单位 个人 缴付 个人 缴付 三险 一金 个人所得税 税前 扣除
个人拍卖除文字作品原稿及复印件外的其他财产应如何缴纳个人所得税？,个人 拍卖 文字 作品 原稿 复印件 外 财产 应 缴纳 个人所得税
